date,store_nbr,transactions,season,holiday_event_weekend,,,
2014-10-29,39,1152,4,0,,,
2014-10-29,40,1238,4,0,,,
2014-10-29,41,892,4,0,,,
2014-10-29,43,1076,4,0,,,
2014-10-29,44,4256,4,0,,,
2014-10-29,45,3176,4,0,,,
2014-10-29,46,2953,4,0,,,
2014-10-29,47,3422,4,0,,,
2014-10-29,48,2228,4,0,,,
2014-10-29,49,2518,4,0,,,
2014-10-29,50,2214,4,0,,,
2014-10-29,51,1661,4,0,,,
2014-10-29,53,639,4,0,,,
2014-10-29,54,733,4,0,,,
2014-10-30,1,1704,4,0,,,
2014-10-30,2,1772,4,0,,,
2014-10-30,3,2746,4,0,,,
2014-10-30,4,1346,4,0,,,
2014-10-30,5,1341,4,0,,,
2014-10-30,6,1525,4,0,,,
2014-10-30,7,1771,4,0,,,
2014-10-30,8,2509,4,0,,,
2014-10-30,9,1815,4,0,,,
2014-10-30,10,890,4,0,,,
2014-10-30,11,1970,4,0,,,
2014-10-30,12,1160,4,0,,,
2014-10-30,13,834,4,0,,,
2014-10-30,14,1279,4,0,,,
2014-10-30,15,1205,4,0,,,
2014-10-30,16,798,4,0,,,
2014-10-30,17,1131,4,0,,,
2014-10-30,18,1361,4,0,,,
2014-10-30,19,1140,4,0,,,
2014-10-30,23,953,4,0,,,
2014-10-30,24,2200,4,0,,,
2014-10-30,25,730,4,0,,,
2014-10-30,26,501,4,0,,,
2014-10-30,27,1270,4,0,,,
2014-10-30,28,959,4,0,,,
2014-10-30,30,669,4,0,,,
2014-10-30,31,1215,4,0,,,
2014-10-30,32,549,4,0,,,
2014-10-30,33,966,4,0,,,
2014-10-30,34,2193,4,0,,,
2014-10-30,35,527,4,0,,,
2014-10-30,36,953,4,0,,,
2014-10-30,37,1536,4,0,,,
2014-10-30,38,1344,4,0,,,
2014-10-30,39,1227,4,0,,,
2014-10-30,40,1174,4,0,,,
2014-10-30,41,779,4,0,,,
2014-10-30,43,1236,4,0,,,
2014-10-30,44,3795,4,0,,,
2014-10-30,45,2883,4,0,,,
2014-10-30,46,2627,4,0,,,
2014-10-30,47,3182,4,0,,,
2014-10-30,48,2215,4,0,,,
2014-10-30,49,2405,4,0,,,
2014-10-30,50,2122,4,0,,,
2014-10-30,51,1461,4,0,,,
2014-10-30,53,698,4,0,,,
2014-10-30,54,707,4,0,,,
2014-10-31,1,1735,4,0,,,
2014-10-31,2,1903,4,0,,,
2014-10-31,3,3172,4,0,,,
2014-10-31,4,1510,4,0,,,
2014-10-31,5,1524,4,0,,,
2014-10-31,6,1714,4,0,,,
2014-10-31,7,2091,4,0,,,
2014-10-31,8,2897,4,0,,,
2014-10-31,9,1797,4,0,,,
2014-10-31,10,852,4,0,,,
2014-10-31,11,1975,4,0,,,
2014-10-31,12,1041,4,0,,,
2014-10-31,13,871,4,0,,,
2014-10-31,14,1205,4,0,,,
2014-10-31,15,1245,4,0,,,
2014-10-31,16,839,4,0,,,
2014-10-31,17,1109,4,0,,,
2014-10-31,18,1302,4,0,,,
2014-10-31,19,1176,4,0,,,
2014-10-31,23,1077,4,0,,,
2014-10-31,24,2558,4,0,,,
2014-10-31,25,1140,4,0,,,
2014-10-31,26,634,4,0,,,
2014-10-31,27,1426,4,0,,,
2014-10-31,28,999,4,0,,,
2014-10-31,30,799,4,0,,,
2014-10-31,31,1243,4,0,,,
2014-10-31,32,626,4,0,,,
2014-10-31,33,982,4,0,,,
2014-10-31,34,2592,4,0,,,
2014-10-31,35,661,4,0,,,
2014-10-31,36,990,4,0,,,
2014-10-31,37,1591,4,0,,,
2014-10-31,38,1615,4,0,,,
2014-10-31,39,1273,4,0,,,
2014-10-31,40,1225,4,0,,,
2014-10-31,41,971,4,0,,,
2014-10-31,43,1314,4,0,,,
2014-10-31,44,4139,4,0,,,
2014-10-31,45,3553,4,0,,,
2014-10-31,46,3161,4,0,,,
2014-10-31,47,3708,4,0,,,
2014-10-31,48,2703,4,0,,,
2014-10-31,49,2704,4,0,,,
2014-10-31,50,2235,4,0,,,
2014-10-31,51,1824,4,0,,,
2014-10-31,53,849,4,0,,,
2014-10-31,54,830,4,0,,,
2014-11-01,1,1103,4,1,,,
2014-11-01,2,2011,4,1,,,
2014-11-01,3,3457,4,1,,,
2014-11-01,4,1618,4,1,,,
2014-11-01,5,1717,4,1,,,
2014-11-01,6,2075,4,1,,,
2014-11-01,7,1703,4,1,,,
2014-11-01,8,2690,4,1,,,
2014-11-01,9,2510,4,1,,,
2014-11-01,10,1244,4,1,,,
2014-11-01,11,3202,4,1,,,
2014-11-01,12,1297,4,1,,,
2014-11-01,13,1154,4,1,,,
2014-11-01,14,1733,4,1,,,
2014-11-01,15,1296,4,1,,,
2014-11-01,16,1055,4,1,,,
2014-11-01,17,1593,4,1,,,
2014-11-01,18,1163,4,1,,,
2014-11-01,19,2058,4,1,,,
2014-11-01,23,1111,4,1,,,
2014-11-01,24,2244,4,1,,,
2014-11-01,25,2032,4,1,,,
2014-11-01,26,842,4,1,,,
2014-11-01,27,1837,4,1,,,
2014-11-01,28,1399,4,1,,,
2014-11-01,30,752,4,1,,,
2014-11-01,31,1672,4,1,,,
2014-11-01,32,792,4,1,,,
2014-11-01,33,1361,4,1,,,
2014-11-01,34,2982,4,1,,,
2014-11-01,35,992,4,1,,,
2014-11-01,36,1513,4,1,,,
2014-11-01,37,1686,4,1,,,
2014-11-01,38,2346,4,1,,,
2014-11-01,39,1562,4,1,,,
2014-11-01,40,1541,4,1,,,
2014-11-01,41,1245,4,1,,,
2014-11-01,43,1561,4,1,,,
2014-11-01,44,4843,4,1,,,
2014-11-01,45,4284,4,1,,,
2014-11-01,46,4602,4,1,,,
2014-11-01,47,4687,4,1,,,
2014-11-01,48,3881,4,1,,,
2014-11-01,49,2923,4,1,,,
2014-11-01,50,2830,4,1,,,
2014-11-01,51,1830,4,1,,,
2014-11-01,53,1058,4,1,,,
2014-11-01,54,1178,4,1,,,
2014-11-02,1,407,4,1,,,
2014-11-02,2,1532,4,1,,,
2014-11-02,3,2825,4,1,,,
2014-11-02,4,1399,4,1,,,
2014-11-02,5,1317,4,1,,,
2014-11-02,6,1735,4,1,,,
2014-11-02,7,1277,4,1,,,
2014-11-02,8,2072,4,1,,,
2014-11-02,9,2002,4,1,,,
2014-11-02,10,819,4,1,,,
2014-11-02,11,2788,4,1,,,
2014-11-02,12,933,4,1,,,
2014-11-02,13,748,4,1,,,
2014-11-02,14,918,4,1,,,
2014-11-02,15,787,4,1,,,
2014-11-02,16,963,4,1,,,
2014-11-02,17,1317,4,1,,,
2014-11-02,18,984,4,1,,,
2014-11-02,19,1264,4,1,,,
2014-11-02,23,839,4,1,,,
2014-11-02,24,1550,4,1,,,
2014-11-02,25,1583,4,1,,,
2014-11-02,26,620,4,1,,,
2014-11-02,27,1701,4,1,,,
2014-11-02,28,1264,4,1,,,
2014-11-02,30,591,4,1,,,
2014-11-02,31,1482,4,1,,,
2014-11-02,32,597,4,1,,,
2014-11-02,33,1141,4,1,,,
2014-11-02,34,1969,4,1,,,
2014-11-02,35,842,4,1,,,
2014-11-02,36,1198,4,1,,,
2014-11-02,37,1281,4,1,,,
2014-11-02,38,2107,4,1,,,
2014-11-02,39,1312,4,1,,,
2014-11-02,40,1089,4,1,,,
2014-11-02,41,1091,4,1,,,
2014-11-02,43,1293,4,1,,,
2014-11-02,44,4344,4,1,,,
2014-11-02,45,3933,4,1,,,
2014-11-02,46,4121,4,1,,,
2014-11-02,47,3992,4,1,,,
2014-11-02,48,3615,4,1,,,
2014-11-02,49,2687,4,1,,,
2014-11-02,50,2588,4,1,,,
2014-11-02,51,1438,4,1,,,
2014-11-02,53,852,4,1,,,
2014-11-02,54,976,4,1,,,
2014-11-03,1,487,4,1,,,
2014-11-03,2,2032,4,1,,,
2014-11-03,3,3391,4,1,,,
2014-11-03,4,1779,4,1,,,
2014-11-03,5,1443,4,1,,,
2014-11-03,6,2326,4,1,,,
2014-11-03,7,1565,4,1,,,
2014-11-03,8,2716,4,1,,,
2014-11-03,9,2669,4,1,,,
2014-11-03,10,1067,4,1,,,
2014-11-03,11,2721,4,1,,,
2014-11-03,12,1344,4,1,,,
2014-11-03,13,1027,4,1,,,
2014-11-03,14,1479,4,1,,,
2014-11-03,15,1328,4,1,,,
2014-11-03,16,1039,4,1,,,
2014-11-03,17,1681,4,1,,,
2014-11-03,18,1255,4,1,,,
2014-11-03,19,1403,4,1,,,
2014-11-03,23,1023,4,1,,,
2014-11-03,24,1820,4,1,,,
2014-11-03,25,844,4,1,,,
2014-11-03,26,733,4,1,,,
2014-11-03,27,2014,4,1,,,
2014-11-03,28,1455,4,1,,,
2014-11-03,30,610,4,1,,,
2014-11-03,31,1502,4,1,,,
2014-11-03,32,642,4,1,,,
2014-11-03,33,1218,4,1,,,
2014-11-03,34,2168,4,1,,,
2014-11-03,35,832,4,1,,,
2014-11-03,36,1181,4,1,,,
2014-11-03,37,1287,4,1,,,
2014-11-03,38,2297,4,1,,,
2014-11-03,39,1359,4,1,,,
2014-11-03,40,1242,4,1,,,
2014-11-03,41,1326,4,1,,,
2014-11-03,43,1588,4,1,,,
2014-11-03,44,4974,4,1,,,
2014-11-03,45,4670,4,1,,,
2014-11-03,46,4905,4,1,,,
2014-11-03,47,4923,4,1,,,
2014-11-03,48,4625,4,1,,,
2014-11-03,49,3152,4,1,,,
2014-11-03,50,3244,4,1,,,
2014-11-03,51,1741,4,1,,,
2014-11-03,53,823,4,1,,,
2014-11-03,54,1032,4,1,,,
2014-11-04,1,1670,4,0,,,
2014-11-04,2,1823,4,0,,,
2014-11-04,3,2906,4,0,,,
2014-11-04,4,1353,4,0,,,
2014-11-04,5,1514,4,0,,,
2014-11-04,6,1713,4,0,,,
2014-11-04,7,1781,4,0,,,
2014-11-04,8,2689,4,0,,,
2014-11-04,9,2166,4,0,,,
2014-11-04,10,1106,4,0,,,
2014-11-04,11,2334,4,0,,,
2014-11-04,12,1217,4,0,,,
2014-11-04,13,1023,4,0,,,
2014-11-04,14,1712,4,0,,,
2014-11-04,15,1294,4,0,,,
2014-11-04,16,952,4,0,,,
2014-11-04,17,1306,4,0,,,
2014-11-04,18,1384,4,0,,,
2014-11-04,19,1360,4,0,,,
2014-11-04,23,1063,4,0,,,
2014-11-04,24,2153,4,0,,,
2014-11-04,25,582,4,0,,,
2014-11-04,26,606,4,0,,,
2014-11-04,27,1285,4,0,,,
2014-11-04,28,1211,4,0,,,
2014-11-04,30,724,4,0,,,
2014-11-04,31,1490,4,0,,,
2014-11-04,32,624,4,0,,,
2014-11-04,33,1318,4,0,,,
2014-11-04,34,2362,4,0,,,
2014-11-04,35,753,4,0,,,
2014-11-04,36,1251,4,0,,,
2014-11-04,37,1599,4,0,,,
2014-11-04,38,1642,4,0,,,
2014-11-04,39,1605,4,0,,,
2014-11-04,40,1585,4,0,,,
2014-11-04,41,884,4,0,,,
2014-11-04,43,1408,4,0,,,
2014-11-04,44,3745,4,0,,,
2014-11-04,45,3398,4,0,,,
2014-11-04,46,3203,4,0,,,
2014-11-04,47,3621,4,0,,,
2014-11-04,48,2724,4,0,,,
2014-11-04,49,2473,4,0,,,
2014-11-04,50,2396,4,0,,,
2014-11-04,51,1590,4,0,,,
2014-11-04,53,758,4,0,,,
2014-11-04,54,963,4,0,,,
2014-11-05,1,1880,4,0,,,
2014-11-05,2,2074,4,0,,,
2014-11-05,3,3077,4,0,,,
2014-11-05,4,1566,4,0,,,
2014-11-05,5,1546,4,0,,,
2014-11-05,6,1807,4,0,,,
2014-11-05,7,2018,4,0,,,
2014-11-05,8,2903,4,0,,,
2014-11-05,9,2110,4,0,,,
2014-11-05,10,1108,4,0,,,
2014-11-05,11,2327,4,0,,,
2014-11-05,12,1196,4,0,,,
2014-11-05,13,921,4,0,,,
2014-11-05,14,1394,4,0,,,
2014-11-05,15,1455,4,0,,,
2014-11-05,16,841,4,0,,,
2014-11-05,17,1271,4,0,,,
2014-11-05,18,1419,4,0,,,
2014-11-05,19,1363,4,0,,,
2014-11-05,23,1076,4,0,,,
2014-11-05,24,2522,4,0,,,
2014-11-05,25,747,4,0,,,
2014-11-05,26,558,4,0,,,
2014-11-05,27,1365,4,0,,,
2014-11-05,28,1037,4,0,,,
2014-11-05,30,674,4,0,,,
2014-11-05,31,1252,4,0,,,
2014-11-05,32,565,4,0,,,
2014-11-05,33,1166,4,0,,,
2014-11-05,34,2108,4,0,,,
2014-11-05,35,655,4,0,,,
2014-11-05,36,971,4,0,,,
2014-11-05,37,1783,4,0,,,
2014-11-05,38,1622,4,0,,,
2014-11-05,39,1435,4,0,,,
2014-11-05,40,1241,4,0,,,
2014-11-05,41,906,4,0,,,
2014-11-05,43,1218,4,0,,,
2014-11-05,44,4018,4,0,,,
2014-11-05,45,3616,4,0,,,
2014-11-05,46,3340,4,0,,,
2014-11-05,47,3716,4,0,,,
2014-11-05,48,2876,4,0,,,
2014-11-05,49,2503,4,0,,,
2014-11-05,50,2366,4,0,,,
2014-11-05,51,1740,4,0,,,
2014-11-05,53,720,4,0,,,
2014-11-05,54,811,4,0,,,
2014-11-06,1,1731,4,1,,,
2014-11-06,2,1820,4,1,,,
2014-11-06,3,2853,4,1,,,
2014-11-06,4,1347,4,1,,,
2014-11-06,5,1324,4,1,,,
2014-11-06,6,1605,4,1,,,
2014-11-06,7,1787,4,1,,,
2014-11-06,8,2683,4,1,,,
2014-11-06,9,2128,4,1,,,
2014-11-06,10,1033,4,1,,,
2014-11-06,11,2429,4,1,,,
2014-11-06,12,1215,4,1,,,
2014-11-06,13,884,4,1,,,
2014-11-06,14,1412,4,1,,,
2014-11-06,15,1350,4,1,,,
2014-11-06,16,804,4,1,,,
2014-11-06,17,1279,4,1,,,
2014-11-06,18,1441,4,1,,,
2014-11-06,19,1177,4,1,,,
2014-11-06,23,929,4,1,,,
2014-11-06,24,2233,4,1,,,
2014-11-06,25,624,4,1,,,
2014-11-06,26,584,4,1,,,
2014-11-06,27,1297,4,1,,,
2014-11-06,28,997,4,1,,,
2014-11-06,30,729,4,1,,,
2014-11-06,31,1268,4,1,,,
2014-11-06,32,580,4,1,,,
2014-11-06,33,1059,4,1,,,
2014-11-06,34,2214,4,1,,,
2014-11-06,35,656,4,1,,,
2014-11-06,36,970,4,1,,,
2014-11-06,37,1568,4,1,,,
2014-11-06,38,1390,4,1,,,
2014-11-06,39,1297,4,1,,,
2014-11-06,40,1304,4,1,,,
2014-11-06,41,861,4,1,,,
2014-11-06,43,1256,4,1,,,
2014-11-06,44,3724,4,1,,,
2014-11-06,45,3057,4,1,,,
2014-11-06,46,3059,4,1,,,
2014-11-06,47,3656,4,1,,,
2014-11-06,48,2564,4,1,,,
2014-11-06,49,2383,4,1,,,
2014-11-06,50,2218,4,1,,,
2014-11-06,51,1386,4,1,,,
2014-11-06,53,624,4,1,,,
2014-11-06,54,738,4,1,,,
2014-11-07,1,1846,4,1,,,
2014-11-07,2,1967,4,1,,,
2014-11-07,3,3061,4,1,,,
2014-11-07,4,1418,4,1,,,
2014-11-07,5,1358,4,1,,,
2014-11-07,6,1724,4,1,,,
2014-11-07,7,1967,4,1,,,
2014-11-07,8,2754,4,1,,,
2014-11-07,9,1928,4,1,,,
2014-11-07,10,899,4,1,,,
2014-11-07,11,2053,4,1,,,
2014-11-07,12,1295,4,1,,,
2014-11-07,13,932,4,1,,,
2014-11-07,14,1287,4,1,,,
2014-11-07,15,1219,4,1,,,
2014-11-07,16,847,4,1,,,
2014-11-07,17,1030,4,1,,,
2014-11-07,18,1305,4,1,,,
2014-11-07,19,1132,4,1,,,
2014-11-07,23,1115,4,1,,,
2014-11-07,24,2487,4,1,,,
2014-11-07,25,792,4,1,,,
2014-11-07,26,564,4,1,,,
2014-11-07,27,1208,4,1,,,
2014-11-07,28,945,4,1,,,
2014-11-07,30,642,4,1,,,
2014-11-07,31,1224,4,1,,,
2014-11-07,32,586,4,1,,,
2014-11-07,33,935,4,1,,,
2014-11-07,34,2304,4,1,,,
2014-11-07,35,502,4,1,,,
2014-11-07,36,945,4,1,,,
2014-11-07,37,1575,4,1,,,
2014-11-07,38,1574,4,1,,,
2014-11-07,39,1265,4,1,,,
2014-11-07,40,1174,4,1,,,
2014-11-07,41,911,4,1,,,
2014-11-07,43,1236,4,1,,,
2014-11-07,44,4194,4,1,,,
2014-11-07,45,3557,4,1,,,
2014-11-07,46,3127,4,1,,,
2014-11-07,47,3628,4,1,,,
2014-11-07,48,2650,4,1,,,
2014-11-07,49,2678,4,1,,,
2014-11-07,50,2339,4,1,,,
2014-11-07,51,1739,4,1,,,
2014-11-07,53,682,4,1,,,
2014-11-07,54,807,4,1,,,
2014-11-08,1,1307,4,1,,,
2014-11-08,2,2133,4,1,,,
2014-11-08,3,3494,4,1,,,
2014-11-08,4,1623,4,1,,,
2014-11-08,5,1489,4,1,,,
2014-11-08,6,2101,4,1,,,
2014-11-08,7,1830,4,1,,,
2014-11-08,8,2952,4,1,,,
2014-11-08,9,2432,4,1,,,
2014-11-08,10,1240,4,1,,,
2014-11-08,11,2687,4,1,,,
2014-11-08,12,1398,4,1,,,
2014-11-08,13,1124,4,1,,,
2014-11-08,14,1798,4,1,,,
2014-11-08,15,1349,4,1,,,
2014-11-08,16,964,4,1,,,
2014-11-08,17,1454,4,1,,,
2014-11-08,18,1289,4,1,,,
2014-11-08,19,1963,4,1,,,
2014-11-08,23,1216,4,1,,,
2014-11-08,24,2293,4,1,,,
2014-11-08,25,972,4,1,,,
2014-11-08,26,640,4,1,,,
2014-11-08,27,1733,4,1,,,
2014-11-08,28,1317,4,1,,,
2014-11-08,30,727,4,1,,,
2014-11-08,31,1560,4,1,,,
2014-11-08,32,680,4,1,,,
2014-11-08,33,1293,4,1,,,
2014-11-08,34,2649,4,1,,,
2014-11-08,35,651,4,1,,,
2014-11-08,36,1090,4,1,,,
2014-11-08,37,1436,4,1,,,
2014-11-08,38,2286,4,1,,,
2014-11-08,39,1608,4,1,,,
2014-11-08,40,1444,4,1,,,
2014-11-08,41,1134,4,1,,,
2014-11-08,43,1383,4,1,,,
2014-11-08,44,5297,4,1,,,
2014-11-08,45,4402,4,1,,,
2014-11-08,46,4576,4,1,,,
2014-11-08,47,4645,4,1,,,
2014-11-08,48,3904,4,1,,,
2014-11-08,49,3182,4,1,,,
2014-11-08,50,3335,4,1,,,
2014-11-08,51,1905,4,1,,,
2014-11-08,53,788,4,1,,,
2014-11-08,54,991,4,1,,,
2014-11-09,1,505,4,1,,,
2014-11-09,2,1986,4,1,,,
2014-11-09,3,3623,4,1,,,
2014-11-09,4,1698,4,1,,,
2014-11-09,5,1457,4,1,,,
2014-11-09,6,2223,4,1,,,
2014-11-09,7,1492,4,1,,,
2014-11-09,8,2795,4,1,,,
2014-11-09,9,2416,4,1,,,
2014-11-09,10,1120,4,1,,,
2014-11-09,11,2956,4,1,,,
2014-11-09,12,1428,4,1,,,
2014-11-09,13,1041,4,1,,,
2014-11-09,14,1227,4,1,,,
2014-11-09,15,1121,4,1,,,
2014-11-09,16,1143,4,1,,,
2014-11-09,17,1538,4,1,,,
2014-11-09,18,1439,4,1,,,
2014-11-09,19,1400,4,1,,,
2014-11-09,23,1027,4,1,,,
2014-11-09,24,1882,4,1,,,
2014-11-09,25,687,4,1,,,
2014-11-09,26,689,4,1,,,
2014-11-09,27,1912,4,1,,,
2014-11-09,28,1457,4,1,,,
2014-11-09,30,657,4,1,,,
2014-11-09,31,1531,4,1,,,
2014-11-09,32,649,4,1,,,
2014-11-09,33,1287,4,1,,,
2014-11-09,34,2363,4,1,,,
2014-11-09,35,642,4,1,,,
2014-11-09,36,1126,4,1,,,
2014-11-09,37,1375,4,1,,,
2014-11-09,38,2365,4,1,,,
2014-11-09,39,1747,4,1,,,
2014-11-09,40,1294,4,1,,,
2014-11-09,41,1320,4,1,,,
2014-11-09,43,1453,4,1,,,
2014-11-09,44,5006,4,1,,,
2014-11-09,45,4669,4,1,,,
2014-11-09,46,4949,4,1,,,
2014-11-09,47,4749,4,1,,,
2014-11-09,48,4575,4,1,,,
2014-11-09,49,3107,4,1,,,
2014-11-09,50,3255,4,1,,,
2014-11-09,51,1937,4,1,,,
2014-11-09,53,891,4,1,,,
2014-11-09,54,1247,4,1,,,
2014-11-10,1,1713,4,1,,,
2014-11-10,2,1725,4,1,,,
2014-11-10,3,2712,4,1,,,
2014-11-10,4,1244,4,1,,,
2014-11-10,5,1562,4,1,,,
2014-11-10,6,1624,4,1,,,
2014-11-10,7,1746,4,1,,,
2014-11-10,8,2702,4,1,,,
2014-11-10,9,1942,4,1,,,
2014-11-10,10,979,4,1,,,
2014-11-10,11,2173,4,1,,,
2014-11-10,12,1226,4,1,,,
2014-11-10,13,866,4,1,,,
2014-11-10,14,1549,4,1,,,
2014-11-10,15,1361,4,1,,,
2014-11-10,16,872,4,1,,,
2014-11-10,17,1268,4,1,,,
2014-11-10,18,1339,4,1,,,
2014-11-10,19,1221,4,1,,,
2014-11-10,23,1028,4,1,,,
2014-11-10,24,2283,4,1,,,
2014-11-10,25,651,4,1,,,
2014-11-10,26,493,4,1,,,
2014-11-10,27,1288,4,1,,,
2014-11-10,28,1008,4,1,,,
2014-11-10,30,685,4,1,,,
2014-11-10,31,1329,4,1,,,
2014-11-10,32,571,4,1,,,
2014-11-10,33,1140,4,1,,,
2014-11-10,34,2262,4,1,,,
2014-11-10,35,579,4,1,,,
2014-11-10,36,995,4,1,,,
2014-11-10,37,1446,4,1,,,
2014-11-10,38,1546,4,1,,,
2014-11-10,39,1269,4,1,,,
2014-11-10,40,1522,4,1,,,
2014-11-10,41,875,4,1,,,
2014-11-10,43,1266,4,1,,,
2014-11-10,44,3654,4,1,,,
2014-11-10,45,3299,4,1,,,
2014-11-10,46,2997,4,1,,,
2014-11-10,47,3448,4,1,,,
2014-11-10,48,2465,4,1,,,
2014-11-10,49,2334,4,1,,,
2014-11-10,50,2265,4,1,,,
2014-11-10,51,1508,4,1,,,
2014-11-10,53,623,4,1,,,
2014-11-10,54,843,4,1,,,
2014-11-11,1,1703,4,1,,,
2014-11-11,2,1800,4,1,,,
2014-11-11,3,2684,4,1,,,
2014-11-11,4,1280,4,1,,,
2014-11-11,5,1462,4,1,,,
2014-11-11,6,1534,4,1,,,
2014-11-11,7,1683,4,1,,,
2014-11-11,8,2534,4,1,,,
2014-11-11,9,2073,4,1,,,
2014-11-11,10,1030,4,1,,,
2014-11-11,11,2152,4,1,,,
2014-11-11,12,1009,4,1,,,
2014-11-11,13,893,4,1,,,
2014-11-11,14,1259,4,1,,,
2014-11-11,15,1321,4,1,,,
2014-11-11,16,833,4,1,,,
2014-11-11,17,1229,4,1,,,
2014-11-11,18,1400,4,1,,,
2014-11-11,19,1228,4,1,,,
2014-11-11,23,1037,4,1,,,
2014-11-11,24,2219,4,1,,,
2014-11-11,25,652,4,1,,,
2014-11-11,26,486,4,1,,,
2014-11-11,27,1251,4,1,,,
2014-11-11,28,1075,4,1,,,
2014-11-11,30,676,4,1,,,
2014-11-11,31,1258,4,1,,,
2014-11-11,32,604,4,1,,,
2014-11-11,33,1226,4,1,,,
2014-11-11,34,2048,4,1,,,
2014-11-11,35,550,4,1,,,
2014-11-11,36,1044,4,1,,,
2014-11-11,37,1491,4,1,,,
2014-11-11,38,1346,4,1,,,
2014-11-11,39,1376,4,1,,,
2014-11-11,40,1407,4,1,,,
2014-11-11,41,889,4,1,,,
2014-11-11,43,1181,4,1,,,
2014-11-11,44,3740,4,1,,,
2014-11-11,45,3031,4,1,,,
2014-11-11,46,2881,4,1,,,
2014-11-11,47,3315,4,1,,,
2014-11-11,48,2324,4,1,,,
2014-11-11,49,2288,4,1,,,
2014-11-11,50,2218,4,1,,,
2014-11-11,51,1390,4,1,,,
2014-11-11,53,553,4,1,,,
2014-11-11,54,833,4,1,,,
2014-11-12,1,1882,4,1,,,
2014-11-12,2,1875,4,1,,,
2014-11-12,3,2849,4,1,,,
2014-11-12,4,1397,4,1,,,
2014-11-12,5,1443,4,1,,,
2014-11-12,6,1698,4,1,,,
2014-11-12,7,1852,4,1,,,
2014-11-12,8,2870,4,1,,,
2014-11-12,9,1777,4,1,,,
2014-11-12,10,950,4,1,,,
2014-11-12,11,1881,4,1,,,
2014-11-12,12,1239,4,1,,,
2014-11-12,13,876,4,1,,,
2014-11-12,14,1360,4,1,,,
2014-11-12,15,1265,4,1,,,
2014-11-12,16,810,4,1,,,
2014-11-12,17,1174,4,1,,,
2014-11-12,18,1304,4,1,,,
2014-11-12,19,1194,4,1,,,
2014-11-12,23,889,4,1,,,
2014-11-12,24,2347,4,1,,,
2014-11-12,25,704,4,1,,,
2014-11-12,26,520,4,1,,,
2014-11-12,27,1311,4,1,,,
2014-11-12,28,974,4,1,,,
2014-11-12,30,605,4,1,,,
2014-11-12,31,1094,4,1,,,
2014-11-12,32,514,4,1,,,
2014-11-12,33,932,4,1,,,
2014-11-12,34,2000,4,1,,,
2014-11-12,35,503,4,1,,,
2014-11-12,36,882,4,1,,,
2014-11-12,37,1611,4,1,,,
2014-11-12,38,1541,4,1,,,
2014-11-12,39,1071,4,1,,,
2014-11-12,40,1211,4,1,,,
2014-11-12,41,948,4,1,,,
2014-11-12,43,1106,4,1,,,
2014-11-12,44,4300,4,1,,,
2014-11-12,45,3190,4,1,,,
2014-11-12,46,3009,4,1,,,
2014-11-12,47,3405,4,1,,,
2014-11-12,48,2434,4,1,,,
2014-11-12,49,2426,4,1,,,
2014-11-12,50,2708,4,1,,,
2014-11-12,51,1694,4,1,,,
2014-11-12,53,705,4,1,,,
2014-11-12,54,702,4,1,,,
2014-11-13,1,1692,4,0,,,
2014-11-13,2,1761,4,0,,,
2014-11-13,3,2722,4,0,,,
2014-11-13,4,1277,4,0,,,
2014-11-13,5,1370,4,0,,,
2014-11-13,6,1513,4,0,,,
2014-11-13,7,1729,4,0,,,
2014-11-13,8,2692,4,0,,,
2014-11-13,9,1829,4,0,,,
2014-11-13,10,902,4,0,,,
2014-11-13,11,2094,4,0,,,
2014-11-13,12,1180,4,0,,,
2014-11-13,13,793,4,0,,,
2014-11-13,14,1370,4,0,,,
2014-11-13,15,1241,4,0,,,
2014-11-13,16,725,4,0,,,
2014-11-13,17,1204,4,0,,,
2014-11-13,18,1390,4,0,,,
2014-11-13,19,1100,4,0,,,
2014-11-13,23,970,4,0,,,
2014-11-13,24,2075,4,0,,,
2014-11-13,25,603,4,0,,,
2014-11-13,26,512,4,0,,,
2014-11-13,27,1201,4,0,,,
2014-11-13,28,1006,4,0,,,
2014-11-13,30,707,4,0,,,
2014-11-13,31,1281,4,0,,,
2014-11-13,32,560,4,0,,,
2014-11-13,33,987,4,0,,,
2014-11-13,34,2077,4,0,,,
2014-11-13,35,546,4,0,,,
2014-11-13,36,963,4,0,,,
2014-11-13,37,1515,4,0,,,
2014-11-13,38,1371,4,0,,,
2014-11-13,39,1197,4,0,,,
2014-11-13,40,1296,4,0,,,
2014-11-13,41,802,4,0,,,
2014-11-13,43,1111,4,0,,,
2014-11-13,44,3714,4,0,,,
2014-11-13,45,2915,4,0,,,
2014-11-13,46,2593,4,0,,,
2014-11-13,47,3103,4,0,,,
2014-11-13,48,2330,4,0,,,
2014-11-13,49,2213,4,0,,,
2014-11-13,50,2070,4,0,,,
2014-11-13,51,1430,4,0,,,
2014-11-13,53,594,4,0,,,
2014-11-13,54,681,4,0,,,
2014-11-14,1,1805,4,0,,,
2014-11-14,2,1875,4,0,,,
2014-11-14,3,3059,4,0,,,
2014-11-14,4,1434,4,0,,,
2014-11-14,5,1446,4,0,,,
2014-11-14,6,1633,4,0,,,
2014-11-14,7,2001,4,0,,,
2014-11-14,8,2833,4,0,,,
2014-11-14,9,1729,4,0,,,
2014-11-14,10,845,4,0,,,
